PLZ_K,STADT_K,lat,lon
17214,Nossentiner Hütte,53.5355445539059,12.426090222168
20149,Hamburg Eimsbüttel,53.574444,9.959444
20148,Hamburg Eimsbüttel,53.574444,9.959444
22391,Hamburg Wandsbek,53.581944,10.084167
50321,Brühl,50.8333,6.9
86641,Rain,48.6833,10.9
54290,Trier,49.75,6.63333
18437,Stralsund Vogelsang,54.2928935,13.0146056
1920,Crostwitz,51.2382440858135,14.2441635131836
99085,Erfurt,50.9833,11.0333
25596,Gribbohm,54.028687,9.347382
6846,Dessau-Roßlau,51.84247,12.2305200000001
21029,Hamburg,53.554423,9.994583
48317,Drensteinfurt,51.7943,7.73406
25494,Borstel-Hohenraden,53.68402,9.8061
64367,Mühltal,49.815,8.695
10707,Berlin Charlottenburg-Wilmersdorf,52.497058,13.29649
97877,Wertheim am Main,49.7575,9.50944
24969,Lindewitt,54.7003501494,9.20937286615
6258,Schkopau,51.38924,11.98541
61191,Rosbach vor der Höhe,50.2896666666666,8.698666666666
81477,München,48.1374,11.5755
20259,Hamburg Eimsbüttel,53.574444,9.959444
18225,Kühlungsborn,54.13393,11.75212
13089,Berlin,52.52468,13.40535
49090,Osnabrück,52.28201,8.04326000000003
4746,Hartha bei Döbeln,51.1,12.9667
68167,Mannheim Neckarstadt,49.4883,8.46472
64711,Erbach (Odenwald),49.6561,8.99639
9356,Sankt Egidien,50.7833,12.6333
23627,Groß Sarau,53.76933,10.73518
51371,Leverkusen,51.05,7.01667
20359,Hamburg Altona,53.55506,9.94196
4687,Trebsen / Mulde,51.2833,12.75
21224,Rosengarten,53.37711,9.89853
4349,Leipzig,51.3396,12.3713
1589,Riesa,51.3063320341141,13.2878978729248
80992,München,48.1374,11.5755
9350,Lichtenstein / Sachsen,50.75,12.65
6886,Lutherstadt Wittenberg,51.8744184590771,12.6278591217041
24640,Lentföhrden Wierenkamp,53.87937,9.96194
48653,Coesfeld,51.93807,7.16804999999999
1689,Niederau bei Meißen,51.1757671982405,13.5551009948731
34132,Kassel,51.316944,9.4925
22846,Norderstedt,53.67359,9.9857
25584,Besdorf,54.050731,9.360748
19217,Holdorf bei Gadebusch,53.72932,11.06597
10999,Berlin Friedrichshain-Kreuzberg,52.5015,13.43512
7586,Bad Köstritz,50.9333,12.0167
4177,Leipzig,51.3396,12.3713
6849,Dessau-Roßlau,51.84247,12.2305200000001
21423,Drage,53.41044,10.26114
21335,Lüneburg,53.24682,10.41178
60325,Frankfurt am Main,50.1167,8.68333
9399,Niederwürschnitz,50.725,12.75
22880,Wedel,53.58367,9.69817
65618,Selters (Taunus),50.35,8.26667
79100,Freiburg im Breisgau,48.0,7.85
25899,Bosbüll,54.8241884491,8.8613271188
39128,Magdeburg,52.13196,11.62658
24872,Groß Rheide,54.4426174338499,9.43331572412677
25832,Tönning (Nordseebad),54.3180909829608,8.93713844163407
23829,Kükels,53.89611,10.23812
8538,Burgstein bei Plauen,50.4167,12.0167
4318,Leipzig,51.3396,12.3713
38875,Sorge,51.6931114597791,10.6985578994751
91074,Herzogenaurach,49.55,10.8833
33790,Halle (Westfalen),52.0455500892765,8.32602495239257
1773,Altenberg,50.7642027700597,13.7577736083986
29439,Lüchow (Wendland),52.9694,11.15616
56459,Rothenbach,50.5667,7.88333
80686,München,48.1374,11.5755
50667,Köln,50.9333,6.95
19357,Dambeck bei Perleberg,53.24415,11.7657400000001
9427,Ehrenfriedersdorf,50.65,12.95
25474,Hasloh,53.69353,9.91165
92637,Weiden in der Oberpfalz,49.6775,12.1567
95445,Bayreuth,49.9481,11.5783
18573,Altefähr Klein Bandelvitz,54.31525,13.1589300000001
22143,Hamburg Wandsbek,53.581944,10.084167
41460,Neuss,51.2038721294835,6.68800777252204
86169,Augsburg,48.3667,10.8833
19205,Mühlen Eichsen,53.75891,11.25135
85748,Garching bei München,48.25,11.65
12527,Berlin Treptow-Köpenick,52.445817,13.574588
64289,Darmstadt,49.8706,8.64944
24806,Sophienhamm,54.276286549169,9.46341574335638
19322,Bad Wilsnack Scharleuk,52.955972554258,11.8442995071412
2829,Schöpstal,51.160625462991,14.9296008465576
19294,Karenz,53.23012,11.34384
53179,Bonn,50.7333,7.1
61279,Grävenwiesbach,50.4,8.45
25578,Dägeling,53.878405,9.531152
26123,Oldenburg in Oldenburg,53.15035,8.21063000000004
9030,Chemnitz,50.8333,12.9167
19260,Dersenow,53.38043,10.88895
2779,Großschönau,50.8938286184576,14.6654472167969
73525,Schwäbisch Gmünd,48.8,9.78333
9122,Chemnitz,50.8333,12.9167
38124,Braunschweig,52.26902,10.5259599999999
25842,Lütjenholm,54.6841190793887,9.02116857469083
28759,Bremen,53.07516,8.80777
19079,Banzkow,53.5273,11.5257799999999
7743,Jena,50.9333,11.5833
10789,Berlin Tempelhof-Schöneberg,52.44763,13.38535
4288,Leipzig,51.3396,12.3713
2906,Mücka,51.3165390632738,14.7015449523926
9113,Chemnitz,50.8333,12.9167
21217,Seevetal,53.38075,10.03942
34127,Kassel,51.316944,9.4925
35039,Marburg / Lahn,50.8167,8.76667
25482,Appen,53.65964,9.74216
9548,Deutschneudorf,50.6167,13.4667
53721,Siegburg,50.8,7.2
24787,Fockbek,54.3048270968409,9.60141942048613
14712,Rathenow,52.60495,12.33948
65195,Wiesbaden,50.0833,8.25
8060,Zwickau,50.7333,12.5
81539,München,48.1374,11.5755
25358,Horst (Holstein),53.811088,9.618279
22850,Norderstedt,53.67359,9.9857
8228,Rodewisch,50.5333,12.4167
85757,Karlsfeld bei München,48.2167,11.4667
9306,Rochlitz,51.05,12.8
49076,Osnabrück,52.28201,8.04326000000003
36404,Martinroda bei Vacha,50.8,10.0667
51469,Bergisch Gladbach,50.9833,7.13333
48429,Rheine,52.28161,7.44484999999997
24988,Oeversee,54.7048841523,9.43578153904
6905,Meuro bei Lutherstadt Wittenberg,51.7251,12.69277
35398,Gießen,50.5833,8.65
59909,Bestwig,51.3622788597653,8.40111579895017
90429,Nürnberg,49.4478,11.0683
44149,Dortmund,51.504225397481,7.48365411122495
23730,Sierksdorf,54.06665,10.76888
60594,Frankfurt am Main,50.1167,8.68333
22889,Tangstedt,53.73188,10.08447
1738,Dorfhain,50.9356259243694,13.5626659576416
9661,Rossau bei Mittweida,51.0,13.0667
85716,Unterschleißheim,48.2833,11.5667
4289,Leipzig,51.3396,12.3713
10407,Berlin,52.52468,13.40535
17258,Feldberger Seenlandschaft Laeven,53.3391,13.4188
44145,Dortmund,51.504225397481,7.48365411122495
45127,Essen,51.4624880801468,7.00864483062742
63739,Aschaffenburg,49.9739,9.14917
18528,Bergen auf Rügen Silvitz,54.395833,13.503478
10827,Berlin Tempelhof-Schöneberg,52.44763,13.38535
57223,Kreuztal,50.9667,7.98333
65185,Wiesbaden,50.0833,8.25
17194,Hohen Wangelin,53.61457,12.42616
8529,Plauen,50.5,12.1333
19417,Ventschow,53.78582,11.57614
22415,Hamburg Wandsbek,53.581944,10.084167
91207,Lauf an der Pegnitz,49.5103,11.2775
13353,Berlin,52.52468,13.40535
55130,Mainz,50.0,8.27111
37079,Göttingen,51.53738,9.92923999999994
9123,Chemnitz,50.8333,12.9167
84048,Mainburg,48.65,11.7833
24111,Kiel,54.3226843669499,10.1358638465405
48159,Münster,51.95172,7.62522999999999
24242,Felde,54.2972792118201,9.92740236366335
25569,Kremperheide,53.88244,9.478867
22045,Hamburg Wandsbek,53.581944,10.084167
96052,Bamberg,49.894263,10.88555
14624,Dallgow-Döberitz,52.5427,13.05931
16909,Heiligengrabe Königsberg,53.05835,12.43637
87719,Mindelheim,48.05,10.4833
20257,Hamburg Altona,53.55506,9.94196
2827,Görlitz,51.15268,14.97056
6114,Halle (Saale),51.4804145230098,11.9688556269837
22309,Hamburg Wandsbek,53.581944,10.084167
42929,Wermelskirchen,51.14068,7.22122000000002
60487,Frankfurt am Main Rödelheim,50.1167,8.68333
24326,Kalübbe,54.11826,10.28126
29614,Soltau,52.98414,9.84249
22145,Stapelfeld,53.60558,10.21993
23869,Elmenhorst,53.7652,10.2635
4617,Monstab,50.9928,12.3575
1108,Dresden,51.05,13.75
18209,Steffenshagen bei Bad Doberan,54.10021,11.83327
36119,Neuhof,50.4333,9.61667
19209,Perlin,53.58724,11.17512
70176,Stuttgart,48.7823,9.177
22589,Hamburg Altona,53.55506,9.94196
40237,Düsseldorf,51.220507741497,6.81216996826174
8258,Markneukirchen,50.3167,12.3167
95028,Hof an der Saale,50.3167,11.9167
69126,Heidelberg,49.4077,8.6908
39104,Magdeburg,52.13196,11.62658
2747,Berthelsdorf bei Herrnhut,51.02761,14.75638
6766,Bitterfeld-Wolfen Thalheim bei Wolfen,51.6492515257275,12.2296391217042
40468,Düsseldorf,51.220507741497,6.81216996826174
33330,Gütersloh,51.90351,8.38571999999999
93128,Regenstauf,49.1217,12.1292
1477,Arnsdorf bei Dresden,51.0948,13.9899800000001
98559,Oberhof,50.7167,10.7333
14467,Potsdam,52.39384,13.07368
73479,Ellwangen (Jagst),48.9667,10.1333
24601,Wankendorf,54.11254,10.20367
13581,Berlin Spandau,52.5500945822244,13.2003562380982
51063,Köln,50.9333,6.95
23626,Ratekau,53.94908,10.73622
53227,Bonn,50.7333,7.1
38889,Wienrode,51.76526,10.9741
82166,Gräfelfing,48.1,11.45
55128,Mainz,50.0,8.27111
63225,Langen (Hessen),49.9933,8.67278
35282,Rauschenberg,50.8833,8.91667
85737,Ismaning,48.2333,11.6833
8066,Zwickau,50.7333,12.5
50825,Köln,50.9333,6.95
18569,Trent,54.5330476110632,13.2732863783265
35394,Gießen,50.5833,8.65
12524,Berlin Treptow-Köpenick,52.445817,13.574588
47800,Krefeld,51.3389572010443,6.58528489430751
22527,Hamburg Eimsbüttel,53.574444,9.959444
29699,Bomlitz,52.90461,9.65812000000005
23974,Neuburg bei Wismar Nantrow,53.98505,11.63238
60385,Frankfurt am Main,50.1167,8.68333
40547,Düsseldorf,51.220507741497,6.81216996826174
36251,Ludwigsau,50.9,9.76667
25782,Westerborstel,54.2201936824486,9.2604295178707
23946,Ostseebad Boltenhagen,53.9857225015505,11.2070869628906
50931,Köln,50.9333,6.95
34233,Fuldatal,51.3778,9.54444
20539,Hamburg,53.554423,9.994583
29553,Bienenbüttel,53.13898,10.48614
41066,Mönchengladbach Neuwerk,51.2232252427128,6.47593641435537
50937,Köln,50.9333,6.95
32427,Minden,52.29666,8.89322000000004
86462,Langweid am Lech,48.4833,10.85
92318,Neumarkt in der Oberpfalz,49.2803,11.4628
84036,Landshut,48.5361,12.1518
17166,Schorssow,53.6824,12.56654
10437,Berlin,52.52468,13.40535
13585,Berlin Spandau,52.5500945822244,13.2003562380982
21684,Agathenburg,53.5605,9.53145
73207,Plochingen,48.7107,9.4195
59872,Meschede,51.35146,8.28511000000003
9477,Jöhstadt,50.5167,13.1
36037,Fulda,50.55,9.66667
65929,Frankfurt am Main Höchst,50.1,8.55
81925,München,48.1374,11.5755
41462,Neuss,51.2038721294835,6.68800777252204
7343,Wurzbach,50.4667,11.5333
99423,Weimar,50.9833,11.3167
20535,Hamburg,53.554423,9.994583
24983,Handewitt,54.7634057335,9.32490895545
22946,Trittau,53.61096,10.40473
34119,Kassel,51.316944,9.4925
27356,Rotenburg an der Wümme,53.10845,9.39648999999997
24351,Damp,54.5822542146,10.0198961973
4886,Arzberg bei Torgau,51.5284677846543,13.1257039840698
10178,Berlin,52.52468,13.40535
33649,Bielefeld,52.02126,8.54576999999995
90441,Nürnberg,49.4478,11.0683
6712,Elsteraue,51.0833333333,12.21168
63456,Hanau,50.1333,8.91667
24594,Mörel bei Hohenwestedt,54.1124888716996,9.72631263311197
1465,Dresden,51.05,13.75
64720,Michelstadt,49.6736,9.0025
99438,Oettern,50.9333,11.35
27721,Ritterhude,53.18533,8.74593000000004
63571,Gelnhausen,50.2,9.18333
60311,Frankfurt am Main,50.1167,8.68333
4279,Leipzig,51.3396,12.3713
68165,Mannheim Schwetzingerstadt,49.4883,8.46472
9376,Oelsnitz / Erzgebirge,50.7167,12.7
30938,Burgwedel,52.52975,9.79805999999996
48231,Warendorf,51.95397,7.99095
18461,Gremersdorf-Buchholz,54.14787,12.8957399999999
18347,Ostseebad Ahrenshoop,54.38091,12.41976
3116,Drebkau,51.6524,14.2245800000001
36381,Schlüchtern,50.35,9.51667
73249,Wernau (Neckar),48.7,9.41667
99755,Ellrich,51.58665,10.6628499999999
45128,Essen,51.4624880801468,7.00864483062742
12105,Berlin Tempelhof-Schöneberg,52.44763,13.38535
23923,Groß Siemz,53.8174,10.92883
70327,Stuttgart Hedelfingen,48.7586,9.2557
21385,Oldendorf (Luhe),53.15007,10.21471
63743,Aschaffenburg,49.9739,9.14917
81369,München,48.1374,11.5755
27305,Bruchhausen-Vilsen,52.82809,8.99185999999997
31547,Rehburg-Loccum,52.4508,9.20787
6130,Halle (Saale),51.4804145230098,11.9688556269837
13156,Berlin,52.52468,13.40535
22393,Hamburg Wandsbek,53.581944,10.084167
19273,Amt Neuhaus,53.2804167892567,10.9184942062379
79865,Grafenhausen (Hochschwarzwald),47.7667,8.26667
64850,Schaafheim,49.9242,9.00944
36157,Ebersburg,50.4667,9.8
40470,Düsseldorf,51.220507741497,6.81216996826174
80335,München,48.1374,11.5755
14548,Schwielowsee Geltow,52.36472,12.96609
97070,Würzburg,49.7878,9.93611
18119,Rostock,54.08369,12.10063
53757,Sankt Augustin,50.7667,7.18333
2763,Zittau,50.8990256257077,14.8053191955566
23948,Hohenkirchen,53.91561,11.30632
74078,Heilbronn (Neckar),49.1403,9.22
64756,Mossautal,49.6533,8.92889
68305,Mannheim Schönau,49.4883,8.46472
65795,Hattersheim am Main,50.0667,8.46667
68229,Mannheim,49.4883,8.46472
56410,Montabaur,50.4333,7.83333
79639,Grenzach-Wyhlen,47.55,7.68333
57290,Neunkirchen,50.8,8.0
24623,Großenaspe,53.9736276944796,9.96876324569624
89299,Unterroth bei Illertissen,48.2,10.1667
17168,Warnkenhagen bei Teterow Tellow,53.84659,12.51693
7745,Jena,50.9333,11.5833
97076,Würzburg,49.7878,9.93611
7937,Langenwolschendorf,50.6333,11.9667
65183,Wiesbaden,50.0833,8.25
48529,Nordhorn,52.43002,7.06858999999997
26892,Dörpen,52.96848,7.34218999999996
76437,Rastatt,48.85,8.2
25776,Sankt Annen,54.3500100864308,9.08330614671705
25946,Norddorf,54.6795087518,8.33279454763
24536,Neumünster,54.07402,9.984512
70806,Kornwestheim,48.8667,9.18333
4567,Kitzscher,51.1667,12.5667
1904,Neukirch / Lausitz,51.0971163402382,14.319746989441
7646,Waldeck bei Stadtroda,50.9167,11.7833
90571,Schwaig bei Nürnberg,49.4694,11.2011
82008,Unterhaching,48.05,11.6333
50827,Köln,50.9333,6.95
2727,Neugersdorf,50.97833,14.6073
22457,Hamburg Eimsbüttel,53.574444,9.959444
24395,Gelting,54.7462661395,9.89700274467
23747,Dahme,54.22062,11.0848100000001
97295,Waldbrunn (Kreis Würzburg),49.7586,9.80361
25992,List,55.0186629678,8.43158119972
99092,Erfurt,50.9833,11.0333
91126,Schwabach,49.3292,11.0256
99734,Nordhausen,51.49947,10.7909
4828,Bennewitz bei Wurzen Nepperwitz,51.3788626315899,12.6845993225097
17509,Kemnitz bei Greifswald Kemnitzerhagen,54.0630732633445,13.5423610687255
24649,Wiemersdorf,53.957776789538,9.90459348316671
38112,Braunschweig,52.26902,10.5259599999999
4910,Elsterwerda Kraupa,51.49101,13.50815
1983,Neu-Seeland,51.6214,14.1309
99518,Niedertrebra,51.0718,11.5856
30159,Hannover,52.38447,9.72693000000004
3050,Cottbus,51.75529,14.3330100000001
42859,Remscheid,51.1833,7.2
8134,Wildenfels bei Zwickau,50.6576,12.5829
44141,Dortmund,51.504225397481,7.48365411122495
39106,Magdeburg,52.13196,11.62658
14053,Berlin Charlottenburg-Wilmersdorf,52.497058,13.29649
56154,Boppard,50.2333,7.6
13627,Berlin Charlottenburg-Wilmersdorf,52.497058,13.29649
22419,Hamburg Hamburg-Nord,53.6153,9.99269
6406,Bernburg (Saale),51.79616,11.7349400000001
69469,Weinheim (Bergstraße),49.5483,8.66611
55127,Mainz,50.0,8.27111
73453,Obergröningen Algishofen,48.9,9.91667
47051,Duisburg,51.43511,6.76301000000001
25709,Marne,53.9511274906169,9.00880578749451
17153,Bredenfelde bei Malchin,53.60169,12.95625
17154,Neukalen Neukalen,53.82014,12.78979
41747,Viersen,51.25552,6.39652999999998
40213,Düsseldorf,51.220507741497,6.81216996826174
25786,Dellstedt,54.2380156999623,9.36912670875148
40476,Düsseldorf,51.220507741497,6.81216996826174
9236,Claußnitz bei Chemnitz,50.9333,12.8833
96132,Schlüsselfeld,49.7667,10.6333
14197,Berlin Charlottenburg-Wilmersdorf,52.497058,13.29649
6618,Molau,51.05,11.7833
42389,Wuppertal,51.26136,7.16302999999994
12277,Berlin Tempelhof-Schöneberg,52.44763,13.38535
8451,Crimmitschau,50.8167,12.3833
59425,Unna,51.54257,7.68533000000002
52222,Stolberg (Rheinland),50.7667,6.23333
45476,Mülheim an der Ruhr,51.4312,6.88050999999996
24622,Gnutz,54.1352764455121,9.8224971457775
20144,Hamburg Eimsbüttel,53.574444,9.959444
19069,Seehof bei Schwerin Hundorf bei Schwerin,53.70483,11.43506
21266,Jesteburg,53.31461,9.95568000000003
9322,Penig,50.9333,12.7167
12489,Berlin Treptow-Köpenick,52.445817,13.574588
49809,Lingen (Ems),52.52499,7.32275000000004
33609,Bielefeld,52.02126,8.54576999999995
48153,Münster,51.95172,7.62522999999999
48157,Münster,51.95172,7.62522999999999
14059,Berlin Charlottenburg-Wilmersdorf,52.497058,13.29649
2748,Bernstadt auf dem Eigen,51.04749,14.82626
80333,München,48.1374,11.5755
3044,Cottbus,51.75529,14.3330100000001
21218,Seevetal,53.38075,10.03942
86850,Fischach,48.2833,10.6667
28217,Bremen,53.07516,8.80777
23972,Metelsdorf,53.85844,11.4252799999999
6901,Wartenburg,51.81049,12.77711
7768,Orlamünde,50.7833,11.5167
64807,Dieburg,49.8989,8.84444
63450,Hanau,50.1333,8.91667
63688,Gedern,50.4333,9.2
65468,Trebur,49.9311,8.41611
41363,Jüchen,51.1,6.5
24582,Groß Buchwald,54.162083522502,10.08378654862
90419,Nürnberg,49.4478,11.0683
23617,Stockelsdorf,53.88788,10.64507
61348,Bad Homburg vor der Höhe,50.2167,8.61667
17449,Trassenheide,54.08754,13.86087
99510,Oberreißen,51.0833,11.4167
87541,Bad Hindelang,47.5,10.3667
70376,Stuttgart Münster,48.8213,9.22
8289,Schneeberg,50.6,12.6333
9526,Olbernhau,50.6667,13.3333
92711,Parkstein,49.7333,12.0667
4626,Mehna,50.9646,12.3217
4703,Hartha bei Döbeln,51.1,12.9667
9465,Sehmatal,50.5167,12.9833
1819,Bahretal,50.88376,13.90283
39108,Magdeburg,52.13196,11.62658
6217,Beuna (Geiseltal),51.32362,11.95907
50733,Köln,50.9333,6.95
22087,Hamburg Wandsbek,53.581944,10.084167
60435,Frankfurt am Main Preungesheim,50.1167,8.68333
60388,Frankfurt am Main Bergen-Enkheim,50.1167,8.68333
65428,Rüsselsheim,49.9925,8.425
63069,Offenbach am Main,50.1,8.76667
25551,Hohenlockstedt,53.968265,9.618966
51515,Kürten,51.05,7.26667
63674,Altenstadt,50.2833,8.95
34508,Willingen (Upland),51.29555,8.60810000000004
36396,Steinau an der Straße,50.3167,9.46667
37235,Hessisch Lichtenau,51.19863,9.71974
63667,Nidda,50.4167,9.0
71111,Waldenbuch,48.6333,9.13333
18109,Rostock,54.08369,12.10063
24887,Silberstedt,54.5180797040668,9.37611654544417
54296,Trier,49.75,6.63333
10365,Berlin Lichtenberg,52.514581,13.498392
17367,Eggesin,53.6780130300838,14.0822700317383
47805,Krefeld Fischeln,51.3050710630849,6.60032777631841
93057,Regensburg Reinhausen,49.0333333,12.1166667
41751,Viersen,51.25552,6.39652999999998
64832,Babenhausen,49.9667,8.95778
7747,Jena,50.9333,11.5833
98693,Martinroda bei Ilmenau,50.7167,10.8833
29646,Bispingen,53.07802,10.00066
9544,Neuhausen / Erzgebirge,50.675,13.4667
17209,Sietow Sietow,53.4449393888079,12.5571239471435
17335,Strasburg (Uckermark),53.51215,13.7466899999999
40627,Düsseldorf,51.220507741497,6.81216996826174
81739,München,48.1374,11.5755
99891,Tabarz / Thüringer Wald,50.8833,10.5167
39114,Magdeburg,52.13196,11.62658
1877,Bischofswerda,51.12557,14.1762
21509,Glinde,53.540731,10.211394
39435,Borne bei Staßfurt,51.94922,11.5574300000001
10119,Berlin,52.52468,13.40535
77855,Achern (Baden),48.6333,8.06667
21698,Bargstedt,53.45913,9.44531
46395,Bocholt,51.83819,6.61514
17111,Hohenbollentin,53.78846,13.02097
8223,Grünbach,50.45,12.3667
17358,Torgelow-Holländerei,53.6751,14.0388
17159,Dargun,53.901911,12.85675
21147,Hamburg Harburg,53.46058,9.98139
40472,Düsseldorf,51.220507741497,6.81216996826174
25999,Kampen (Sylt),54.956531,8.345022
81379,München,48.1374,11.5755
64625,Bensheim,49.6803,8.61611
70174,Stuttgart,48.7823,9.177
34582,Borken (Hessen),51.05,9.28333
60322,Frankfurt am Main Preungesheim,50.1167,8.68333
35423,Lich,50.5167,8.83333
53175,Bonn,50.7333,7.1
95463,Bindlach,49.9817,11.6139
3172,Guben,51.95079,14.70258
17252,Mirow,53.27331,12.8168900000001
15366,Hoppegarten,52.52117,13.6585
69488,Birkenau,49.5625,8.70694
23858,Wesenberg,53.8334997564433,10.5332127445221
63512,Hainburg,50.0833,8.93333
32425,Minden,52.29666,8.89322000000004
38440,Wolfsburg,52.43788,10.7663700000001
52152,Simmerath,50.6,6.3
56414,Wallmerod,50.4833,7.95
18314,Divitz-Spoldershagen,54.3159890544904,12.6575507934572
22085,Hamburg Hamburg-Nord,53.6153,9.99269
8324,Bockau,50.55,12.7
22844,Norderstedt,53.67359,9.9857
55218,Ingelheim am Rhein,49.974,8.051
25927,Neukirchen bei Niebüll,54.8663281105,8.73749847567
21272,Egestorf,53.19335,10.0625199999999
23863,Bargfeld-Stegen,53.76493,10.18198
40239,Düsseldorf,51.220507741497,6.81216996826174
20355,Hamburg,53.554423,9.994583
4451,Borsdorf an der Parthe,51.34842,12.5432000000001
50969,Köln,50.9333,6.95
69115,Heidelberg,49.4077,8.6908
81479,München,48.1374,11.5755
32049,Herford,52.11783,8.67957999999999
65187,Wiesbaden,50.0833,8.25
10435,Berlin,52.52468,13.40535
66129,Saarbrücken,49.2333,7.0
33332,Gütersloh,51.90351,8.38571999999999
50823,Köln,50.9333,6.95
81677,München,48.1374,11.5755
44227,Dortmund,51.504225397481,7.48365411122495
80805,München,48.1374,11.5755
6120,Lieskau,51.50317,11.8628200000001
9430,Venusberg bei Zschopau,50.7,13.0167
4316,Leipzig,51.3396,12.3713
22111,Hamburg,53.554423,9.994583
8352,Raschau-Markersbach,50.532222,12.871389
6567,Seega,51.324692480372,11.034372883606
56244,Leuterod,50.4833,7.81667
8527,Plauen,50.5,12.1333
9557,Flöha,50.8561,13.0741
47809,Krefeld Fischeln,51.3050710630849,6.60032777631841
39171,Sülzetal Osterweddingen,52.0419686334953,11.578281211853
63843,Niedernberg,49.9122,9.13694
10967,Berlin Friedrichshain-Kreuzberg,52.5015,13.43512
22049,Hamburg Wandsbek,53.581944,10.084167
88178,Heimenkirch,47.6167,9.91667
1734,Rabenau,50.96391,13.64316
85123,Karlskron,48.6833,11.4167
13403,Berlin Reinickendorf,52.56755,13.33165
82041,Oberhaching bei München Deisenhofen bei München,48.0182334,11.5887737
17268,Milmersdorf Groß Kölpin,53.11579,13.68327
36043,Fulda,50.55,9.66667
26131,Oldenburg in Oldenburg,53.15035,8.21063000000004
34466,Wolfhagen,51.32592,9.16596000000004
67304,Kerzenheim,49.5764,8.05972
1157,Dresden,51.05,13.75
4741,Niederstriegis,51.0833,13.15
1683,Ketzerbachtal Karcha,51.1116,13.3109
2692,Doberschau-Gaußig,51.1336218124698,14.3503477142334
4523,Elstertrebnitz,51.15,12.2333
55120,Mainz,50.0,8.27111
53902,Bad Münstereifel,50.55,6.76667
2979,Elsterheide,51.46779,14.2254399999999
6773,Gräfenhainichen,51.72994,12.45368
47589,Uedem,51.6660877910628,6.27366962432859
32657,Lemgo,52.02703,8.90178000000003
74354,Besigheim,48.9833,9.13333
86368,Gersthofen,48.4167,10.8833
37327,Kallmerode,51.351608167735,10.3060081481933
24211,Postfeld,54.2104961349701,10.2126353740693
69190,Walldorf (Baden),49.3064,8.64528
25774,Hemme,54.27797,9.0086
80539,München,48.1374,11.5755
14469,Potsdam,52.39384,13.07368
4571,Rötha,51.2,12.4
12059,Berlin,52.52468,13.40535
8261,Schöneck / Vogtland,50.3833,12.3167
35066,Frankenberg (Eder),51.0667,8.8
1896,Pulsnitz,51.18342,14.01572
18198,Stäbelow Bliesekow,54.04025,11.98478
17217,Puchow,53.53432,13.06787
21502,Hamwarde,53.45298,10.42135
99880,Aspach bei Gotha,50.95,10.6
25693,Sankt Michaelisdonn,53.9876896001851,9.11705572002205
13187,Berlin,52.52468,13.40535
15517,Fürstenwalde / Spree,52.36769,14.0716199999999
18279,Lalendorf Gremmelin,53.78725,12.31836
60439,Frankfurt am Main Praunheim,50.1167,8.68333
90513,Zirndorf,49.45,10.95
85540,München,48.1374,11.5755
55411,Bingen am Rhein,49.9667,7.9
29478,Höhbeck,53.0561,11.4344
22926,Ahrensburg,53.67579,10.23845
45133,Essen,51.4624880801468,7.00864483062742
71254,Ditzingen,48.8333,9.06667
30519,Hannover,52.38447,9.72693000000004
38700,Braunlage,51.72513,10.61041
9487,Schlettau,50.5667,12.95
70563,Stuttgart Vaihingen,48.7301,9.1097
17493,Greifswald,54.0888132703675,13.3944205793762
21683,Stade,53.5993,9.47433
63128,Dietzenbach,50.0167,8.78333
99439,Ballstedt,51.05,11.2167
6636,Weischütz,51.2213502073259,11.7058794021607
63110,Rodgau,50.0167,8.88333
25355,Heede bei Barmstedt,53.783780787891,9.80737869782444
44229,Dortmund,51.504225397481,7.48365411122495
47495,Rheinberg,51.5462467533736,6.58990206878661
9514,Lengefeld,50.7167,13.2
4575,Neukieritzsch,51.1667,12.4333
34560,Fritzlar,51.1333,9.28333
13469,Berlin Reinickendorf,52.56755,13.33165
61381,Friedrichsdorf,50.2667,8.65
77728,Oppenau,48.47345,8.164299
28329,Bremen,53.07516,8.80777
18236,Kröpelin Klein Nienhagen,54.00832,11.79963
35463,Fernwald,50.55,8.78333
75236,Kämpfelbach,48.95,8.61667
18320,Trinwillershagen,54.24978,12.62401
23992,Zurow,53.86367,11.61439
59302,Oelde,51.82987,8.14508999999998
55437,Ober-Hilbersheim,49.9,8.02889
9577,Niederwiesa,50.8667,13.0167
45359,Essen,51.4624880801468,7.00864483062742
71636,Ludwigsburg (Württemberg),48.9,9.18333
4821,Brandis bei Wurzen Waldsteinberg,51.3180269028845,12.5845623943307
65203,Wiesbaden,50.0833,8.25
64385,Reichelsheim (Odenwald),49.715,8.84306
64287,Darmstadt,49.8706,8.64944
36272,Niederaula,50.8,9.6
40599,Düsseldorf,51.220507741497,6.81216996826174
89518,Heidenheim an der Brenz,48.6833,10.15
14513,Teltow,52.39584,13.27631
37213,Witzenhausen,51.3401636227961,9.85542617980957
63075,Offenbach am Main,50.1,8.76667
70839,Gerlingen (Württemberg),48.8,9.06667
85630,Grasbrunn,48.0833,11.75
10997,Berlin Friedrichshain-Kreuzberg,52.5015,13.43512
53840,Troisdorf,50.8167,7.16667
15345,Petershagen / Eggersdorf Eggersdorf bei Strausberg,52.53801,13.81836
12681,Berlin,52.52468,13.40535
97892,Kreuzwertheim,49.7672,9.51833
76698,Ubstadt-Weiher,49.1708,8.61889
58455,Witten Heven,51.44026,7.30673999999999
